Date,sigma_p_pct,VaR_95,VaR_99,CVaR_95,CVaR_99,actual_return_decimal,actual_pnl,actual_loss
2024-05-29,0.775333539767998,127534.613956438,180365.8413562294,159928.04924794493,206641.89501896684,-0.007885483352208764,-78854.83352208765,78854.83352208765
2024-05-30,0.7793487498622016,128195.07586483355,181299.89968044395,160756.26663407634,207712.028813274,-0.012710769604991337,-127107.69604991337,127107.69604991337
2024-05-31,0.8105690853678285,133330.5088521541,188562.68632911792,167196.08523882198,216032.87263223366,-0.001608180498651671,-16081.80498651671,16081.80498651671
2024-06-03,0.79819846638384,131295.66573547784,185684.9092348727,164644.3976609947,212735.85526062106,0.022321456821353163,223214.56821353163,-223214.56821353163
2024-06-04,0.8753920088844238,143993.23154139888,203642.44302678347,180567.1096725901,233309.47820787661,-0.040512497150379516,-405124.9715037952,405124.9715037952
2024-06-05,1.2705994738062059,209000.9074463828,295579.5555915377,262086.5534620061,338640.17175882997,0.032938014443719264,329380.14443719265,-329380.14443719265
2024-06-06,1.3325906291092589,219197.832582182,310000.55804968684,274873.46906636684,355162.0544701996,0.008087022276624622,80870.22276624622,-80870.22276624622
2024-06-07,1.297245517004835,213383.9150921253,301778.22462083475,267582.8327925873,345741.8751921286,0.022631791276256197,226317.91276256196,-226317.91276256196
2024-06-10,1.3170061491559473,216634.34147466178,306375.140478148,271658.85838639725,351008.47887304303,-0.004965608392232621,-49656.083922326216,49656.083922326216
2024-06-11,1.2660676665806414,208255.4704758497,294525.3212766546,261151.7775855889,337432.3544970725,0.0014313401096422357,14313.401096422358,-14313.401096422358
2024-06-12,1.2266115643907063,201765.33622662726,285346.64822420996,253013.16738687098,326916.51414141105,0.0005880539182364786,5880.539182364785,-5880.539182364785
2024-06-13,1.1782834832915379,193815.85016662505,274104.0867181104,243044.5340985455,314036.11396686063,0.0010567654063417856,10567.654063417856,-10567.654063417856
