call_price,put_price,delta_call,delta_put,gamma,vega,theta_call,theta_put,rho_call,rho_put,stock,spot,strike,expiry,strike_type,sigma_pct,T_years,source
47.05381255602936,36.57986483446723,0.5552503782689571,-0.44474962173104293,0.0037728820000246343,1.8523976628414625,-0.8720932169345715,-0.5243106908554978,0.8421671768424577,-0.7629829435224983,RELIANCE,1358.800048828125,1358.800048828125,30d,ATM,22.33722302027307,0.11904761904761904,garch_fallback
20.078787072157695,77.02114440592379,0.3106110626570303,-0.6893889373429697,0.003371690424857475,1.6554218930754112,-0.7199773324557782,-0.35480568007275076,0.47854707146758446,-1.2068605549156193,RELIANCE,1358.800048828125,1426.7400512695312,30d,OTM_5pct,22.33722302027307,0.11904761904761904,garch_fallback
6.9815980794707,131.34026046856525,0.13616327175021897,-0.863836728249781,0.0020854733461761676,1.0239191027839392,-0.4271140806732047,-0.04455330198622349,0.2119488835991953,-1.5537162488022562,RELIANCE,1358.800048828125,1494.6800537109377,30d,OTM_10pct,22.33722302027307,0.11904761904761904,garch_fallback
69.62408074245639,48.75692093145733,0.5778858187304239,-0.4221141812695761,0.0026422047711244265,2.594522671394171,-0.6675348178815089,-0.32243308063502796,1.7038266618226778,-1.481727835837146,RELIANCE,1358.800048828125,1358.800048828125,60d,ATM,22.33722302027307,0.23809523809523808,garch_fallback
39.82078895538348,85.85027359524088,0.40084868388069583,-0.5991513161193042,0.0026100751902140428,2.562972911509774,-0.6073006834856817,-0.24494385937687665,1.202029576843799,-2.142802645699016,RELIANCE,1358.800048828125,1426.7400512695312,60d,OTM_5pct,22.33722302027307,0.23809523809523808,garch_fallback
20.81931986464963,133.74544895536349,0.24889798338691976,-0.7511020166130802,0.002140632608372807,2.10200204550586,-0.4731388035495211,-0.09352689257839203,0.7556744574159971,-2.7484354900098094,RELIANCE,1358.800048828125,1494.6800537109377,60d,OTM_10pct,22.33722302027307,0.23809523809523808,garch_fallback
88.14613640204118,56.96587780464654,0.5950858160437387,-0.40491418395626133,0.0021366288623360006,3.147105828588048,-0.5763742822753333,-0.23393266971581955,2.57305892676827,-2.168440324055767,RELIANCE,1358.800048828125,1358.800048828125,90d,ATM,22.33722302027307,0.35714285714285715,garch_fallback
56.983599615508524,92.18433052965031,0.45032189797447814,-0.5496781020255219,0.0021823261773093895,3.214414797795897,-0.542027533461842,-0.18246384027435256,1.9818350619306655,-2.996739151434573,RELIANCE,1358.800048828125,1426.7400512695312,90d,OTM_5pct,22.33722302027307,0.35714285714285715,garch_fallback
34.88131188843988,136.46303231411832,0.3179861682907168,-0.6820138317092832,0.0019663138402756597,2.8962436371842557,-0.4618632783929434,-0.08517750457747822,1.41856538968448,-3.7970837862219606,RELIANCE,1358.800048828125,1494.6800537109377,90d,OTM_10pct,22.33722302027307,0.35714285714285715,garch_fallback
22.427618512677896,16.649527053862812,0.5601539938281491,-0.4398460061718509,0.008076949436111001,1.0200587803779275,-0.4234959671670093,-0.23163714784850548,0.4731711923634143,-0.4123310506450647,HDFCBANK,749.5999755859375,749.5999755859375,30d,ATM,18.879826241151484,0.11904761904761904,garch_fallback
