date,n_sims,portfolio_value,mc_var95,mc_var99,mc_cvar95,mc_cvar99,param_var95,param_var99,param_cvar95,param_cvar99,mc_mean_return_pct,mc_vol_pct
2024-12-30,10000,10000000,124710.45598368367,181571.10426367895,158381.72188768626,208570.0733700195,126636.81386799684,179096.12748563502,158802.21044775797,205187.20671225316,-0.0038136133476704003,0.764597440450518
